,yearID,teamID,G,W,WSWin,R,H,SB,ER,E
2250,1997,LAN,162,88,N,742,1488,131.0,588,116
2251,1997,MIN,162,68,N,772,1522,151.0,800,100
2252,1997,ML4,161,78,N,681,1415,103.0,670,125
2253,1997,MON,162,78,N,691,1423,75.0,666,131
2254,1997,NYA,162,96,N,891,1636,99.0,626,105
2255,1997,NYN,162,88,N,777,1448,97.0,640,117
2256,1997,OAK,162,65,N,764,1451,71.0,881,121
2257,1997,PHI,162,68,N,668,1390,92.0,768,105
2258,1997,PIT,162,79,N,725,1440,160.0,683,131
2259,1997,SDN,162,76,N,795,1519,140.0,804,125
2260,1997,SEA,162,90,N,925,1574,89.0,770,123
2261,1997,SFN,162,90,N,784,1415,121.0,709,120
2262,1997,SLN,162,73,N,689,1409,164.0,631,123
2263,1997,TEX,162,77,N,807,1547,72.0,744,122
2264,1997,TOR,162,76,N,654,1333,134.0,628,97
2265,1998,ANA,162,85,N,787,1530,93.0,720,106
2266,1998,ARI,162,65,N,665,1353,73.0,738,100
2267,1998,ATL,162,106,N,826,1489,98.0,519,91
2268,1998,BAL,162,79,N,817,1520,86.0,752,81
2269,1998,BOS,162,92,N,876,1568,72.0,669,105
2270,1998,CHA,163,80,N,861,1516,127.0,837,140
2271,1998,CHN,163,90,N,831,1494,65.0,739,101
2272,1998,CIN,162,77,N,750,1441,95.0,711,122
2273,1998,CLE,162,89,N,850,1530,143.0,722,110
2274,1998,COL,162,77,N,826,1640,67.0,796,102
2275,1998,DET,162,65,N,722,1494,122.0,792,115
2276,1998,FLO,162,54,N,667,1381,115.0,837,129
2277,1998,HOU,162,102,N,874,1578,155.0,572,108
2278,1998,KCA,161,72,N,714,1459,135.0,823,125
2279,1998,LAN,162,83,N,669,1374,137.0,613,134
2280,1998,MIL,162,74,N,707,1439,81.0,746,110
2281,1998,MIN,162,70,N,734,1499,112.0,765,108
2282,1998,MON,162,65,N,644,1348,91.0,696,155
2283,1998,NYA,162,114,Y,965,1625,153.0,618,98
2284,1998,NYN,162,88,N,706,1425,62.0,611,101
2285,1998,OAK,162,74,N,804,1413,131.0,770,141
2286,1998,PHI,162,75,N,713,1482,97.0,754,110
2287,1998,PIT,163,69,N,650,1395,159.0,630,140
2288,1998,SDN,162,98,N,749,1390,79.0,587,104
2289,1998,SEA,161,76,N,859,1553,115.0,783,125
2290,1998,SFN,163,89,N,845,1540,102.0,688,101
2291,1998,SLN,163,83,N,810,1444,133.0,705,142
2292,1998,TBA,162,63,N,620,1450,120.0,697,94
2293,1998,TEX,162,88,N,940,1637,82.0,795,122
2294,1998,TOR,163,88,N,816,1482,184.0,698,125
2295,1999,ANA,162,70,N,711,1404,71.0,762,106
2296,1999,ARI,162,100,N,908,1566,137.0,615,104
2297,1999,ATL,162,103,N,840,1481,148.0,593,111
2298,1999,BAL,162,78,N,851,1572,107.0,761,89
2299,1999,BOS,162,94,N,836,1551,67.0,638,127
2300,1999,CHA,162,75,N,777,1563,110.0,786,136
2301,1999,CHN,162,67,N,747,1411,60.0,837,139
2302,1999,CIN,163,96,N,865,1536,164.0,648,105
2303,1999,CLE,162,97,N,1009,1629,147.0,789,106
2304,1999,COL,162,72,N,906,1644,70.0,955,118
2305,1999,DET,161,69,N,747,1433,108.0,817,106
2306,1999,FLO,162,64,N,691,1465,92.0,781,127
2307,1999,HOU,162,97,N,823,1463,166.0,622,106
2308,1999,KCA,161,64,N,856,1584,127.0,844,125
2309,1999,LAN,162,77,N,793,1480,167.0,718,137
2310,1999,MIL,161,74,N,815,1524,81.0,812,127
2311,1999,MIN,161,63,N,686,1450,118.0,794,92
2312,1999,MON,162,68,N,718,1473,70.0,747,160
2313,1999,NYA,162,98,Y,900,1568,104.0,660,111
2314,1999,NYN,163,97,N,853,1553,150.0,691,68
2315,1999,OAK,162,87,N,893,1430,70.0,749,122
2316,1999,PHI,162,77,N,841,1539,125.0,788,100
2317,1999,PIT,161,78,N,775,1417,112.0,689,147
2318,1999,SDN,162,74,N,710,1360,174.0,705,129
2319,1999,SEA,162,79,N,859,1499,130.0,834,113
2320,1999,SFN,162,86,N,872,1507,109.0,762,105
2321,1999,SLN,161,75,N,809,1461,134.0,761,132
2322,1999,TBA,162,69,N,772,1531,73.0,805,135
2323,1999,TEX,162,95,N,945,1653,111.0,809,119
2324,1999,TOR,162,84,N,883,1580,119.0,786,106
2325,2000,ANA,162,82,N,864,1574,93.0,805,134
2326,2000,ARI,162,85,N,792,1466,97.0,698,107
2327,2000,ATL,162,95,N,810,1490,148.0,648,129
2328,2000,BAL,162,74,N,794,1508,126.0,855,116
2329,2000,BOS,162,85,N,792,1503,43.0,683,109
2330,2000,CHA,162,95,N,978,1615,119.0,751,133
2331,2000,CHN,162,65,N,764,1426,93.0,849,100
2332,2000,CIN,163,85,N,825,1545,100.0,700,111
2333,2000,CLE,162,90,N,950,1639,113.0,775,72
2334,2000,COL,162,82,N,968,1664,131.0,835,94
2335,2000,DET,162,79,N,823,1553,83.0,755,105
2336,2000,FLO,161,79,N,731,1441,168.0,729,125
2337,2000,HOU,162,72,N,938,1547,114.0,865,133
2338,2000,KCA,162,77,N,879,1644,121.0,876,102
2339,2000,LAN,162,86,N,798,1408,95.0,659,135
2340,2000,MIL,163,73,N,740,1366,72.0,755,118
2341,2000,MIN,162,69,N,748,1516,90.0,819,102
2342,2000,MON,162,67,N,738,1475,58.0,812,132
2343,2000,NYA,161,87,Y,871,1541,99.0,753,109
2344,2000,NYN,162,94,N,807,1445,66.0,670,118
2345,2000,OAK,161,91,N,947,1501,40.0,730,134
2346,2000,PHI,162,65,N,708,1386,102.0,763,100
2347,2000,PIT,162,69,N,793,1506,86.0,795,132
2348,2000,SDN,162,76,N,752,1413,131.0,733,141
2349,2000,SEA,162,91,N,907,1481,122.0,720,99
2350,2000,SFN,162,97,N,925,1535,79.0,675,93
2351,2000,SLN,162,95,N,887,1481,87.0,698,111
2352,2000,TBA,161,69,N,733,1414,90.0,773,118
2353,2000,TEX,162,71,N,848,1601,69.0,876,135
2354,2000,TOR,162,83,N,861,1562,89.0,821,100
2355,2001,ANA,162,75,N,691,1447,116.0,671,103
2356,2001,ARI,162,92,Y,818,1494,71.0,627,84
2357,2001,ATL,162,88,N,729,1432,85.0,578,103
2358,2001,BAL,162,63,N,687,1359,133.0,744,125
2359,2001,BOS,161,82,N,772,1493,46.0,667,113
2360,2001,CHA,162,83,N,798,1463,123.0,725,118
2361,2001,CHN,162,88,N,777,1409,67.0,643,109
2362,2001,CIN,162,66,N,735,1464,103.0,765,138
2363,2001,CLE,162,91,N,897,1559,79.0,746,107
2364,2001,COL,162,73,N,923,1663,132.0,841,96
2365,2001,DET,162,66,N,724,1439,133.0,795,131
2366,2001,FLO,162,76,N,742,1461,89.0,691,103
2367,2001,HOU,162,93,N,847,1500,64.0,707,110
2368,2001,KCA,162,65,N,729,1503,100.0,779,117
2369,2001,LAN,162,86,N,758,1399,89.0,685,116
2370,2001,MIL,162,68,N,740,1378,66.0,740,103
2371,2001,MIN,162,85,N,771,1514,146.0,722,108
2372,2001,MON,162,68,N,670,1361,101.0,745,108
2373,2001,NYA,161,95,N,804,1488,161.0,649,109
2374,2001,NYN,162,82,N,642,1361,66.0,654,101
2375,2001,OAK,162,102,N,884,1469,68.0,583,125
2376,2001,PHI,162,86,N,746,1431,153.0,667,91
2377,2001,PIT,162,62,N,657,1333,93.0,794,133
2378,2001,SDN,162,79,N,789,1379,129.0,724,145
2379,2001,SEA,162,116,N,927,1637,174.0,576,83
2380,2001,SFN,162,90,N,799,1493,57.0,680,118
2381,2001,SLN,162,93,N,814,1469,91.0,627,110
2382,2001,TBA,162,62,N,672,1426,115.0,781,139
2383,2001,TEX,162,73,N,890,1566,97.0,913,114
2384,2001,TOR,162,80,N,767,1489,156.0,696,97
2385,2002,ANA,162,99,Y,851,1603,117.0,595,87
2386,2002,ARI,162,98,N,819,1471,92.0,630,89
2387,2002,ATL,161,101,N,708,1428,76.0,511,114
2388,2002,BAL,162,67,N,667,1353,110.0,719,91
2389,2002,BOS,162,93,N,859,1560,80.0,603,104
2390,2002,CHA,162,81,N,856,1475,75.0,716,97
2391,2002,CHN,162,67,N,706,1351,63.0,687,114
2392,2002,CIN,162,78,N,709,1386,116.0,690,120
2393,2002,CLE,162,74,N,739,1349,52.0,777,113
2394,2002,COL,162,73,N,778,1508,103.0,825,112
2395,2002,DET,161,55,N,575,1340,65.0,773,142
2396,2002,FLO,162,79,N,699,1433,177.0,706,106
2397,2002,HOU,162,84,N,749,1441,71.0,642,83
2398,2002,KCA,162,62,N,737,1415,140.0,834,130
2399,2002,LAN,162,92,N,713,1464,96.0,598,90
2400,2002,MIL,162,56,N,627,1369,94.0,752,103
2401,2002,MIN,161,94,N,768,1518,79.0,662,74
2402,2002,MON,162,83,N,735,1432,118.0,641,139
2403,2002,NYA,161,103,N,897,1540,100.0,625,127
2404,2002,NYN,161,75,N,690,1409,87.0,624,144
2405,2002,OAK,162,103,N,800,1450,46.0,593,102
2406,2002,PHI,161,80,N,710,1428,104.0,671,88
2407,2002,PIT,161,72,N,641,1300,86.0,664,115
2408,2002,SDN,162,66,N,662,1393,71.0,737,128
2409,2002,SEA,162,93,N,814,1531,137.0,654,88
2410,2002,SFN,162,95,N,783,1465,74.0,566,90
2411,2002,SLN,162,97,N,787,1475,86.0,595,103
2412,2002,TBA,161,55,N,673,1418,102.0,846,126
2413,2002,TEX,162,72,N,843,1510,62.0,824,99
2414,2002,TOR,162,78,N,813,1457,71.0,767,107
2415,2003,ANA,162,77,N,736,1473,129.0,680,105
2416,2003,ARI,162,84,N,717,1467,76.0,621,107
2417,2003,ATL,162,101,N,907,1608,68.0,663,121
2418,2003,BAL,163,71,N,743,1516,89.0,767,105
2419,2003,BOS,162,95,N,961,1667,88.0,729,113
2420,2003,CHA,162,86,N,791,1445,77.0,663,93
2421,2003,CHN,162,88,N,724,1431,73.0,619,106
2422,2003,CIN,162,69,N,694,1349,80.0,818,141
2423,2003,CLE,162,68,N,699,1413,86.0,682,126
2424,2003,COL,162,74,N,853,1472,63.0,821,116
2425,2003,DET,162,43,N,591,1312,98.0,847,138
2426,2003,FLO,162,91,Y,751,1459,150.0,648,78
2427,2003,HOU,162,87,N,805,1466,66.0,622,95
2428,2003,KCA,162,83,N,836,1526,120.0,808,108
2429,2003,LAN,162,85,N,574,1328,80.0,511,119
2430,2003,MIL,162,68,N,714,1423,99.0,810,114
2431,2003,MIN,162,90,N,801,1567,94.0,716,87
2432,2003,MON,162,83,N,711,1404,100.0,640,102
2433,2003,NYA,163,101,N,877,1518,98.0,653,114
2434,2003,NYN,161,66,N,642,1317,70.0,704,118
2435,2003,OAK,162,96,N,768,1398,48.0,582,107
2436,2003,PHI,162,86,N,791,1448,72.0,648,97
2437,2003,PIT,162,75,N,753,1492,86.0,744,123
2438,2003,SDN,162,64,N,678,1442,76.0,774,102
2439,2003,SEA,162,93,N,795,1509,108.0,602,65
2440,2003,SFN,161,100,N,755,1440,53.0,595,80
2441,2003,SLN,162,85,N,876,1580,82.0,748,77
2442,2003,TBA,162,63,N,715,1501,142.0,787,103
2443,2003,TEX,162,71,N,826,1506,65.0,903,94
2444,2003,TOR,162,86,N,894,1580,37.0,748,117
2445,2004,ANA,162,92,N,836,1603,143.0,692,90
2446,2004,ARI,162,51,N,615,1401,53.0,794,139
2447,2004,ATL,162,96,N,803,1503,86.0,603,116
2448,2004,BAL,162,78,N,842,1614,101.0,760,110
2449,2004,BOS,162,98,Y,949,1613,68.0,674,118
2450,2004,CHA,162,83,N,865,1481,78.0,782,100
2451,2004,CHN,162,89,N,789,1508,66.0,621,86
2452,2004,CIN,162,76,N,750,1380,77.0,832,113
2453,2004,CLE,162,80,N,858,1565,94.0,784,106
2454,2004,COL,162,68,N,833,1531,44.0,883,89
2455,2004,DET,162,72,N,827,1531,86.0,788,144
2456,2004,FLO,162,83,N,718,1447,96.0,655,86
2457,2004,HOU,162,92,N,803,1458,89.0,650,101
2458,2004,KCA,162,58,N,720,1432,67.0,813,131
2459,2004,LAN,162,93,N,761,1450,102.0,647,73
2460,2004,MIL,161,67,N,634,1358,138.0,679,117
2461,2004,MIN,162,92,N,780,1494,116.0,661,101
2462,2004,MON,162,67,N,635,1361,109.0,696,99
2463,2004,NYA,162,101,N,897,1483,84.0,752,99
2464,2004,NYN,162,71,N,684,1376,107.0,658,137
2465,2004,OAK,162,91,N,793,1545,47.0,682,91
2466,2004,PHI,162,86,N,840,1505,100.0,724,81
2467,2004,PIT,161,72,N,680,1428,63.0,680,103
2468,2004,SDN,162,87,N,768,1521,52.0,645,108
2469,2004,SEA,162,63,N,698,1544,110.0,772,103
2470,2004,SFN,162,91,N,850,1500,43.0,695,101
2471,2004,SLN,162,105,N,855,1544,111.0,605,97
2472,2004,TBA,161,70,N,714,1416,132.0,757,119
2473,2004,TEX,162,89,N,860,1492,69.0,724,117
2474,2004,TOR,161,67,N,719,1438,58.0,775,91
2475,2005,ARI,162,77,N,696,1419,67.0,783,94
2476,2005,ATL,162,90,N,769,1453,92.0,639,86
2477,2005,BAL,162,74,N,729,1492,83.0,724,107
2478,2005,BOS,162,95,N,910,1579,45.0,752,109
2479,2005,CHA,162,99,Y,741,1450,137.0,592,94
2480,2005,CHN,162,79,N,703,1506,65.0,671,101
2481,2005,CIN,163,73,N,820,1453,72.0,820,104
2482,2005,CLE,162,93,N,790,1522,62.0,582,106
2483,2005,COL,162,67,N,740,1477,65.0,808,118
2484,2005,DET,162,71,N,723,1521,66.0,719,110
2485,2005,FLO,162,83,N,717,1499,96.0,666,103
2486,2005,HOU,163,89,N,693,1400,115.0,563,89
2487,2005,KCA,162,56,N,701,1445,53.0,862,125
2488,2005,LAA,162,95,N,761,1520,161.0,598,87
2489,2005,LAN,162,71,N,685,1374,58.0,695,106
2490,2005,MIL,162,81,N,726,1413,79.0,635,119
2491,2005,MIN,162,83,N,688,1441,102.0,604,102
2492,2005,NYA,162,95,N,886,1552,84.0,718,95
2493,2005,NYN,162,83,N,722,1421,153.0,599,106
2494,2005,OAK,162,88,N,772,1476,31.0,594,88
2495,2005,PHI,162,88,N,807,1494,116.0,672,90
2496,2005,PIT,162,67,N,680,1445,73.0,706,117
2497,2005,SDN,162,82,N,684,1416,99.0,668,109
2498,2005,SEA,162,69,N,699,1408,102.0,712,86
2499,2005,SFN,162,75,N,649,1427,71.0,695,90
2500,2005,SLN,162,100,N,805,1494,83.0,560,100
2501,2005,TBA,162,67,N,750,1519,151.0,851,124
2502,2005,TEX,162,79,N,865,1528,67.0,794,108
2503,2005,TOR,162,80,N,775,1480,72.0,653,95
2504,2005,WAS,162,81,N,639,1367,45.0,627,92
2505,2006,ARI,162,76,N,773,1506,76.0,727,104
2506,2006,ATL,162,79,N,849,1510,52.0,736,99
2507,2006,BAL,162,70,N,768,1556,121.0,843,102
2508,2006,BOS,162,86,N,820,1510,51.0,773,66
2509,2006,CHA,162,90,N,868,1586,93.0,743,90
2510,2006,CHN,162,66,N,716,1496,121.0,758,106
2511,2006,CIN,162,80,N,749,1419,124.0,725,128
2512,2006,CLE,162,78,N,870,1576,55.0,698,118
2513,2006,COL,162,76,N,813,1504,85.0,749,91
2514,2006,DET,162,95,N,822,1548,60.0,618,106
2515,2006,FLO,162,78,N,758,1454,110.0,696,126
2516,2006,HOU,162,82,N,735,1407,79.0,666,80
2517,2006,KCA,162,62,N,757,1515,65.0,896,98
2518,2006,LAA,162,89,N,766,1539,148.0,652,124
2519,2006,LAN,162,88,N,820,1552,128.0,686,115
2520,2006,MIL,162,75,N,730,1400,71.0,763,117
2521,2006,MIN,162,96,N,801,1608,101.0,632,84
2522,2006,NYA,162,97,N,930,1608,139.0,708,104
2523,2006,NYN,162,97,N,834,1469,146.0,673,104
2524,2006,OAK,162,93,N,771,1429,61.0,679,84
2525,2006,PHI,162,85,N,865,1518,92.0,747,104
2526,2006,PIT,162,67,N,691,1462,68.0,720,104
2527,2006,SDN,162,88,N,731,1465,123.0,629,92
2528,2006,SEA,162,78,N,756,1540,106.0,739,88
2529,2006,SFN,161,76,N,746,1418,58.0,735,91
2530,2006,SLN,161,83,Y,781,1484,59.0,721,98
2531,2006,TBA,162,61,N,689,1395,134.0,782,116
2532,2006,TEX,162,80,N,835,1571,53.0,731,98
2533,2006,TOR,162,87,N,809,1591,65.0,694,99
2534,2006,WAS,162,71,N,746,1437,123.0,803,131
2535,2007,ARI,162,90,N,712,1350,109.0,662,106
2536,2007,ATL,162,84,N,810,1562,64.0,665,107
2537,2007,BAL,162,69,N,756,1529,144.0,827,79
2538,2007,BOS,162,96,Y,867,1561,96.0,618,81
2539,2007,CHA,162,72,N,693,1341,78.0,763,108
2540,2007,CHN,162,85,N,752,1530,86.0,650,94
2541,2007,CIN,162,72,N,783,1496,97.0,796,95
2542,2007,CLE,162,96,N,811,1504,72.0,658,92
2543,2007,COL,163,90,N,860,1591,100.0,706,68
2544,2007,DET,162,88,N,887,1652,103.0,735,99
2545,2007,FLO,162,71,N,790,1504,105.0,793,137
2546,2007,HOU,162,73,N,723,1457,65.0,761,103
2547,2007,KCA,162,69,N,706,1447,78.0,716,106
2548,2007,LAA,162,94,N,822,1578,139.0,674,101
2549,2007,LAN,162,82,N,735,1544,137.0,677,114
2550,2007,MIL,162,83,N,801,1455,96.0,708,109
2551,2007,MIN,162,79,N,718,1460,112.0,663,95
2552,2007,NYA,162,94,N,968,1656,123.0,724,88
2553,2007,NYN,162,88,N,804,1543,200.0,687,101
2554,2007,OAK,162,76,N,741,1430,52.0,689,90
2555,2007,PHI,162,89,N,892,1558,138.0,767,89
2556,2007,PIT,162,68,N,724,1463,68.0,793,83
2557,2007,SDN,163,89,N,741,1408,55.0,611,92
2558,2007,SEA,162,88,N,794,1629,81.0,754,90
2559,2007,SFN,162,71,N,683,1407,119.0,677,88
2560,2007,SLN,162,78,N,725,1513,56.0,741,121
2561,2007,TBA,162,66,N,782,1500,131.0,879,117
2562,2007,TEX,162,75,N,816,1460,88.0,755,124
2563,2007,TOR,162,83,N,753,1434,57.0,644,102
2564,2007,WAS,162,73,N,673,1415,69.0,736,109
2565,2008,ARI,162,82,N,720,1355,58.0,635,113
2566,2008,ATL,162,72,N,753,1514,58.0,714,107
2567,2008,BAL,161,68,N,782,1486,81.0,810,100
2568,2008,BOS,162,95,N,845,1565,120.0,645,85
2569,2008,CHA,163,89,N,811,1458,67.0,658,108
2570,2008,CHN,161,97,N,855,1552,87.0,624,99
2571,2008,CIN,162,74,N,704,1351,85.0,729,114
2572,2008,CLE,162,81,N,805,1455,77.0,711,94
2573,2008,COL,162,74,N,747,1462,141.0,766,96
2574,2008,DET,162,74,N,821,1529,63.0,786,113
2575,2008,FLO,161,84,N,770,1397,76.0,707,117
2576,2008,HOU,161,86,N,712,1432,114.0,691,67
2577,2008,KCA,162,75,N,691,1507,79.0,720,96
2578,2008,LAA,162,100,N,765,1486,129.0,644,91
2579,2008,LAN,162,84,N,700,1455,126.0,591,101
2580,2008,MIL,162,90,N,750,1398,108.0,623,101
2581,2008,MIN,163,88,N,829,1572,102.0,675,108
2582,2008,NYA,162,89,N,789,1512,118.0,685,83
2583,2008,NYN,162,89,N,799,1491,138.0,662,83
2584,2008,OAK,161,75,N,646,1318,88.0,640,98
2585,2008,PHI,162,92,Y,799,1407,136.0,625,90
2586,2008,PIT,162,67,N,735,1454,57.0,822,107
2587,2008,SDN,162,63,N,637,1390,36.0,714,85
2588,2008,SEA,162,61,N,671,1498,90.0,754,99
2589,2008,SFN,162,72,N,640,1452,108.0,701,96
2590,2008,SLN,162,86,N,779,1585,73.0,677,85
2591,2008,TBA,162,97,N,774,1443,142.0,618,90
2592,2008,TEX,162,79,N,901,1619,81.0,860,132
2593,2008,TOR,162,86,N,714,1453,80.0,561,84
2594,2008,WAS,161,59,N,641,1376,81.0,742,123
2595,2009,ARI,162,70,N,720,1408,102.0,711,124
2596,2009,ATL,162,86,N,735,1459,58.0,581,96
2597,2009,BAL,162,64,N,741,1508,76.0,817,90
2598,2009,BOS,162,95,N,872,1495,126.0,695,82
2599,2009,CHA,162,79,N,724,1410,113.0,663,113
2600,2009,CHN,161,83,N,707,1398,56.0,616,105
2601,2009,CIN,162,78,N,673,1349,96.0,677,89
2602,2009,CLE,162,65,N,773,1468,84.0,806,97
2603,2009,COL,162,92,N,804,1408,106.0,675,87
2604,2009,DET,163,86,N,743,1443,72.0,690,88
2605,2009,FLO,162,87,N,772,1493,75.0,690,106
2606,2009,HOU,162,74,N,643,1415,113.0,722,78
2607,2009,KCA,162,65,N,686,1432,88.0,765,117
2608,2009,LAA,162,97,N,883,1604,148.0,715,85
2609,2009,LAN,162,95,N,780,1511,116.0,558,83
2610,2009,MIL,162,80,N,785,1447,68.0,770,98
2611,2009,MIN,163,87,N,817,1539,85.0,726,76
2612,2009,NYA,162,103,Y,915,1604,111.0,687,86
2613,2009,NYN,162,70,N,671,1472,122.0,705,97
2614,2009,OAK,162,75,N,759,1464,133.0,685,105
2615,2009,PHI,162,93,N,820,1439,119.0,673,76
2616,2009,PIT,161,62,N,636,1364,90.0,723,73
2617,2009,SDN,162,75,N,638,1315,82.0,704,94
2618,2009,SEA,162,85,N,640,1430,89.0,625,105
2619,2009,SFN,162,88,N,657,1411,78.0,571,88
2620,2009,SLN,162,91,N,730,1436,75.0,586,96
2621,2009,TBA,162,84,N,803,1434,194.0,686,98
2622,2009,TEX,162,87,N,784,1436,149.0,698,106
2623,2009,TOR,162,75,N,798,1516,73.0,720,76
2624,2009,WAS,162,59,N,710,1416,73.0,791,143
2625,2010,ARI,162,65,N,713,1366,86.0,765,102
2626,2010,ATL,162,91,N,738,1411,63.0,569,126
2627,2010,BAL,162,66,N,613,1440,76.0,733,105
2628,2010,BOS,162,89,N,818,1511,68.0,679,111
2629,2010,CHA,162,88,N,752,1467,160.0,658,103
2630,2010,CHN,162,75,N,685,1414,55.0,668,126
2631,2010,CIN,162,91,N,790,1515,93.0,648,72
2632,2010,CLE,162,69,N,646,1362,91.0,684,110
2633,2010,COL,162,83,N,770,1452,99.0,663,101
2634,2010,DET,162,81,N,751,1515,69.0,690,109
2635,2010,FLO,162,80,N,719,1403,92.0,652,123
2636,2010,HOU,162,76,N,611,1348,100.0,654,103
2637,2010,KCA,162,67,N,676,1534,115.0,794,121
2638,2010,LAA,162,80,N,681,1363,104.0,651,113
2639,2010,LAN,162,80,N,667,1368,92.0,643,98
2640,2010,MIL,162,77,N,750,1471,81.0,733,101
2641,2010,MIN,162,94,N,781,1521,68.0,638,78
2642,2010,NYA,162,95,N,859,1485,103.0,651,69
2643,2010,NYN,162,79,N,656,1361,130.0,597,87
2644,2010,OAK,162,81,N,663,1396,156.0,566,99
2645,2010,PHI,162,97,N,772,1451,108.0,594,83
2646,2010,PIT,162,57,N,587,1303,87.0,784,127
2647,2010,SDN,162,90,N,665,1338,124.0,549,72
2648,2010,SEA,162,61,N,513,1274,142.0,628,110
2649,2010,SFN,162,92,Y,697,1411,55.0,546,73
2650,2010,SLN,162,86,N,736,1456,79.0,577,99
2651,2010,TBA,162,96,N,802,1343,172.0,611,85
2652,2010,TEX,162,90,N,787,1556,123.0,636,105
2653,2010,TOR,162,85,N,755,1364,58.0,676,92
2654,2010,WAS,162,69,N,655,1355,110.0,658,127
2655,2011,ARI,162,94,N,731,1357,133.0,609,90
2656,2011,ATL,162,89,N,641,1345,77.0,572,83
2657,2011,BAL,162,69,N,708,1434,81.0,786,110
2658,2011,BOS,162,90,N,875,1600,102.0,680,92
2659,2011,CHA,162,79,N,654,1387,81.0,665,79
2660,2011,CHN,162,71,N,654,1423,69.0,690,134
2661,2011,CIN,162,79,N,735,1438,97.0,678,91
2662,2011,CLE,162,80,N,704,1380,89.0,683,110
2663,2011,COL,162,73,N,735,1429,118.0,713,98
2664,2011,DET,162,95,N,787,1540,49.0,647,103
2665,2011,FLO,162,72,N,625,1358,95.0,640,93
2666,2011,HOU,162,56,N,615,1442,118.0,719,116
2667,2011,KCA,162,71,N,730,1560,153.0,716,95
2668,2011,LAA,162,86,N,667,1394,135.0,581,93
2669,2011,LAN,161,82,N,644,1395,126.0,563,85
2670,2011,MIL,162,96,N,721,1422,94.0,582,111
2671,2011,MIN,162,63,N,619,1357,92.0,724,119
2672,2011,NYA,162,97,N,867,1452,147.0,605,102
2673,2011,NYN,162,77,N,718,1477,130.0,674,116
2674,2011,OAK,162,74,N,645,1330,117.0,597,124
2675,2011,PHI,162,102,N,713,1409,96.0,495,74
2676,2011,PIT,162,72,N,610,1325,108.0,650,112
2677,2011,SDN,162,71,N,593,1284,170.0,551,94
2678,2011,SEA,162,67,N,556,1263,125.0,621,108
2679,2011,SFN,162,86,N,570,1327,85.0,522,104
2680,2011,SLN,162,90,Y,762,1513,57.0,608,116
2681,2011,TBA,162,91,N,707,1324,155.0,577,73
2682,2011,TEX,162,96,N,855,1599,143.0,607,114
2683,2011,TOR,162,81,N,743,1384,131.0,700,110
2684,2011,WAS,161,80,N,624,1319,106.0,577,104
2685,2012,ARI,162,81,N,734,1416,93.0,626,90
2686,2012,ATL,162,94,N,700,1341,101.0,549,86
2687,2012,BAL,162,93,N,712,1375,58.0,642,106
2688,2012,BOS,162,69,N,734,1459,97.0,754,101
2689,2012,CHA,162,85,N,748,1409,109.0,646,70
2690,2012,CHN,162,61,N,613,1297,94.0,708,105
2691,2012,CIN,162,97,N,669,1377,87.0,540,89
2692,2012,CLE,162,68,N,667,1385,110.0,766,96
2693,2012,COL,162,64,N,758,1526,100.0,824,122
2694,2012,DET,162,88,N,726,1467,59.0,596,99
2695,2012,HOU,162,55,N,583,1276,105.0,721,118
2696,2012,KCA,162,72,N,676,1492,132.0,693,113
2697,2012,LAA,162,89,N,767,1518,134.0,640,98
2698,2012,LAN,162,86,N,637,1369,104.0,538,98
2699,2012,MIA,162,69,N,609,1327,149.0,655,103
2700,2012,MIL,162,83,N,776,1442,158.0,682,99
2701,2012,MIN,162,66,N,701,1448,135.0,762,107
2702,2012,NYA,162,95,N,804,1462,93.0,617,75
2703,2012,NYN,162,74,N,650,1357,79.0,651,101
2704,2012,OAK,162,94,N,713,1315,122.0,569,111
2705,2012,PHI,162,81,N,684,1414,116.0,618,101
2706,2012,PIT,162,79,N,651,1313,73.0,615,112
2707,2012,SDN,162,76,N,651,1339,155.0,640,121
2708,2012,SEA,162,75,N,619,1285,104.0,608,72
2709,2012,SFN,162,94,Y,718,1495,118.0,593,115
2710,2012,SLN,162,88,N,765,1526,91.0,603,107
2711,2012,TBA,162,90,N,697,1293,134.0,518,114
2712,2012,TEX,162,93,N,808,1526,91.0,639,85
2713,2012,TOR,162,73,N,716,1346,123.0,745,101
2714,2012,WAS,162,98,N,731,1468,105.0,543,94
2715,2013,ARI,162,81,N,685,1468,62.0,651,75
2716,2013,ATL,162,96,N,688,1354,64.0,512,85
2717,2013,BAL,162,85,N,745,1460,79.0,678,54
2718,2013,BOS,162,97,Y,853,1566,123.0,613,80
2719,2013,CHA,162,63,N,598,1385,105.0,643,121
2720,2013,CHN,162,66,N,602,1307,63.0,643,100
2721,2013,CIN,162,90,N,698,1370,67.0,554,76
2722,2013,CLE,162,92,N,745,1391,117.0,611,98
2723,2013,COL,162,74,N,706,1511,112.0,708,90
2724,2013,DET,162,93,N,796,1625,35.0,587,76
2725,2013,HOU,162,51,N,610,1307,110.0,766,125
2726,2013,KCA,162,86,N,648,1443,153.0,555,85
2727,2013,LAA,162,78,N,733,1476,82.0,685,112
2728,2013,LAN,162,92,N,649,1447,78.0,524,109
2729,2013,MIA,162,62,N,513,1257,78.0,602,88
2730,2013,MIL,162,74,N,640,1381,142.0,615,114
2731,2013,MIN,162,66,N,614,1346,52.0,733,81
